302,4154,6,78.132
303,12841,8,92.3352
304,8745,9,67.7676
305,1395,6,58.1802
306,5093,1,51.0735
307,6361,2,57.3862
308,10468,9,106.802
309,6348,1,98.6739
310,10490,2,76.2695
311,11353,6,100.781
312,6133,9,55.884
313,11569,9,59.7516
314,6246,6,58.4096
315,6533,5,94.6791
316,8275,4,48.9075
317,3932,9,83.864
318,3354,3,55.8224
319,14750,8,67.5426
320,9398,3,80.0985
321,12137,3,91.3366
322,9582,1,32.8276
323,11781,1,93.7062
324,12095,6,26.0591
325,6296,0,102.067
326,13627,9,65.3732
327,7965,4,111.533
328,3348,9,111.191
329,5967,1,60.9991
330,7650,6,94.0474
331,289,7,73.4148
332,678,2,73.257
333,5902,1,74.9317
334,8935,6,96.4653
335,5672,9,58.6324
336,10188,3,77.3083
337,14974,2,45.396
338,6040,1,82.0103
339,4102,7,90.01
340,7281,2,62.8273
341,5357,6,41.1254
342,14704,1,68.5949
343,2163,7,72.6623
344,12659,9,70.6055
345,10295,4,36.8703
346,2426,0,66.9442
347,11870,8,60.7304
348,9178,6,80.0163
349,10684,4,83.9073
350,3088,2,26.4482
351,6800,2,56.0375
352,1112,7,72.2114
353,10671,1,56.6175
354,12601,0,49.6198
355,11409,1,49.8899
356,158,9,63.0394
357,10590,8,53.8124
358,14290,2,100.667
359,10810,2,75.1804
360,11256,4,93.3148
361,2444,3,81.1486
362,2304,6,67.2081
363,11910,4,31.3205
364,3907,0,57.0565
365,7810,2,64.5577
366,1800,4,52.0533
367,3866,9,60.9803
368,7060,2,93.5704
369,24,0,49.9607
370,13450,1,78.0259
371,14841,8,53.6484
372,3754,1,64.2888
373,8939,4,71.1539
374,1837,0,56.322
375,8922,3,48.7024
376,10143,9,69.4569
377,10817,5,42.515
378,4371,1,79.0867
379,7966,5,87.0374
380,1230,9,74.188
381,2034,3,90.115
382,13294,3,43.2009
383,4687,3,95.3427
384,9190,4,55.0956
385,3035,3,66.346
386,10377,4,81.6766
387,14774,4,53.509
388,12850,4,64.303
389,10875,9,142.178
390,10863,9,98.4404
391,2241,9,70.5187
392,10798,5,66.6667
393,335,2,104.325
394,2493,9,71.3775
395,14647,3,107.781
396,971,8,58.3768
397,9243,7,152.48
398,6095,5,76.7395
399,13449,3,61.3326
